"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ClaimProfile","Claim.facility","Claim.facility","","","",0,1,"Y","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Servicing facility","Facility where the services were provided.","","Insurance adjudication can be dependant on where services were delivered.","","","","","","","",,,,,"",,,,"Claim.facility",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimProfile","Claim.careTeam","Claim.careTeam","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Members of the care team","The members of the team who provided the products and services.","","Common to identify the responsible and supporting practitioners.","","","","","","","",,,,,"",,,,"Claim.careTeam",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimProfile","Claim.careTeam.id","Claim.careTeam.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ClaimProfile","Claim.careTeam.extension","Claim.careTeam.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ClaimProfile","Claim.careTeam.modifierExtension","Claim.careTeam.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ClaimProfile","Claim.careTeam.sequence","Claim.careTeam.sequence","","","",1,1,"Y","","","positiveInt {[]} {[]}
","Order of care team","A number to uniquely identify care team entries.","","Necessary to maintain the order of the care team and provide a mechanism to link individuals to claim details.","","","","","","","",,,,,"",,,,"Claim.careTeam.sequence",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimProfile","Claim.careTeam.provider","Claim.careTeam.provider","","","",1,1,"Y","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Practitioner or organization","Member of the team who provided the product or service.","","Often a regulatory requirement to specify the responsible provider.","","","","","","","",,,,,"",,,,"Claim.careTeam.provider",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimProfile","Claim.careTeam.responsible","Claim.careTeam.responsible","","","",0,1,"","","","boolean {[]} {[]}
","Indicator of the lead practitioner","The party who is billing and/or responsible for the claimed products or services.","Responsible might not be required when there is only a single provider listed.","When multiple parties are present it is required to distinguish the lead or responsible individual.","","","","","","","",,,,,"",,,,"Claim.careTeam.responsible",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimProfile","Claim.careTeam.role","Claim.careTeam.role","","","",0,1,"Y","","","CodeableConcept {[]} {[]}
","Function within the team","The lead, assisting or supervising practitioner and their discipline if a multidisciplinary team.","Role might not be required when there is only a single provider listed.","When multiple parties are present it is required to distinguish the roles performed by each member.","","","","","","","",,"example","The role codes for the care team members.","http://hl7.org/fhir/ValueSet/claim-careteamrole","",,,,"Claim.careTeam.role",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimProfile","Claim.careTeam.qualification","Claim.careTeam.qualification","","","",0,1,"Y","","","CodeableConcept {[]} {[]}
","Practitioner credential or specialization","The qualification of the practitioner which is applicable for this service.","","Need to specify which qualification a provider is delivering the product or service under.","","","","","","","",,"example","Provider professional qualifications.","http://hl7.org/fhir/ValueSet/provider-qualification","",,,,"Claim.careTeam.qualification",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimProfile","Claim.supportingInfo","Claim.supportingInfo","","Attachments
Exception Codes
Occurrence Codes
Value codes
","",0,*,"Y","","","BackboneElement {[]} {[]}
","Supporting information","Additional information codes regarding exceptions, special considerations, the condition, situation, prior or concurrent issues.","Often there are multiple jurisdiction specific valuesets which are required.","Typically these information codes are required to support the services rendered or the adjudication of the services rendered.","","","","","","","",,,,,"",,,,"Claim.supportingInfo",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
